dates,ID,content,rt,like
2022-12-26,Elon Musk@elonmusk,"Much more to The Twitter Files: Covid Editon than this introductory thread.

Follow-up piece to come next week, featuring leading doctors & researchers from Harvard, Stanford & other institutions.",49K,201K
2022-12-27,Elon Musk@elonmusk,Some nights …,56K,761K
2022-12-27,Elon Musk@elonmusk,"“Don’t be the clown on the clown car!”

Too late haha",14K,210K
2022-12-27,Elon Musk@elonmusk,Why is corporate journalism rushing to defend the state instead of the people?,34K,187K
2022-12-28,Elon Musk@elonmusk,I’m not brainwashed!!,185K,1.1M
2022-12-28,Elon Musk@elonmusk,Congratulations SpaceX Falcon team on 60 successful launches this year!!,9.7K,131K
2022-12-28,Elon Musk@elonmusk,They did it!,9.3K,157K
2022-12-28,Elon Musk@elonmusk,"New Twitter policy is to follow the science, which necessarily includes reasoned questioning of the science",77K,578K
2022-12-29,Elon Musk@elonmusk,Significant backend server architecture changes rolled out. Twitter should feel faster.,22K,297K
2022-12-30,Elon Musk@elonmusk,New Twitter will strive to optimize unregretted user-minutes,14K,199K
2023-01-08,Elon Musk@elonmusk,Launch 61 of 2022. Congrats SpaceX!,7.4K,104K
2023-01-08,Elon Musk@elonmusk,(Chart by James Stephenson),8.2K,81K
2023-01-10,Elon Musk@elonmusk,I hope that the people of Brazil are able to resolve matters peacefully,28K,377K
2023-01-11,Elon Musk@elonmusk,All four orbital launch pads fully loaded with rockets for the first time!,7.2K,87K
2023-01-12,Elon Musk@elonmusk,Some things that your party tells you are false and some things that the other party says are true,27K,297K
2023-01-13,Elon Musk@elonmusk,Starship launch attempt soon,26K,310K
2023-01-13,Elon Musk@elonmusk,"Bookmark button moving to tweet details page, fixing image length crop & other minor bug fixes next week",9.8K,114K
2023-01-13,Elon Musk@elonmusk,virtue rises with the sun,16K,186K
2023-01-14,Elon Musk@elonmusk,"Twitter will publish tweet recommendation code & make account/tweet status visible no later than next month.

Transparency builds trust.",15K,148K
2023-01-14,Elon Musk@elonmusk,I wonder what would have happened in 2009 if the Fed had raised rates instead of lowering them ,9.3K,85K
2023-01-14,Elon Musk@elonmusk,deamplify means shadowban,14K,68K
2023-01-15,Elon Musk@elonmusk,"Good assessment of our goal
https://therabbithole84.substack.com/p/trust-as-a-service-taas-a-vision…",7K,61K
2023-01-16,Elon Musk@elonmusk,Instagram makes people depressed & Twitter makes people angry. Which is better?,69K,614K
2023-01-16,Elon Musk@elonmusk,Falcon Heavy Ascends,8.7K,142K
2023-01-16,Elon Musk@elonmusk,And that’s how we will land on Mars,16K,160K
2023-01-17,Elon Musk@elonmusk,Kudos to the BBC for self-labelling its state affiliation,11K,142K
2023-01-17,Elon Musk@elonmusk,"Trashing accounts that you hate will cause our algorithm to show you more of those accounts, as it is keying off of your interactions.

Basically saying if you love trashing *that* account, then you will probably also love trashing *this* account. Not actually wrong lol.",22K,188K
2023-01-27,Elon Musk@elonmusk,The Car Aquatic,10K,117K
2023-01-27,Elon Musk@elonmusk,Shame on @MSNBC for misleading the public!,17K,70K
2023-01-27,Elon Musk@elonmusk,An American group made false claims about Russian election interference to interfere with American elections,19K,74K
2023-01-27,Elon Musk@elonmusk,So then why do call yourself “The” Associated Press ,15K,134K
2023-01-28,Elon Musk@elonmusk,Nothing conveys gravitas better than being called Mr. Tweet ,11K,172K
2023-01-28,Elon Musk@elonmusk,"I work all day, then go home & play work simulator",22K,350K
2023-01-29,Elon Musk@elonmusk,Another major improvement in timeline refresh speed just released – now 10X faster than a few months ago,10K,138K
2023-01-29,Elon Musk@elonmusk,Disingenuous response from Hamilton 68 regarding their fake claims of Russian interference,6.5K,42K
2023-01-31,Elon Musk@elonmusk,"The “Hamilton 68” dashboard was a high level scam to falsely accuse Russian influence behind everything. Their entire opaque system was a fraud, and virtually every media outlet fell for it. Everyone from NYT to Mother Jones should post a correction: x.com/mtaibbi/status…",18K,126K
2023-01-31,Elon Musk@elonmusk,Ω,16K,200K
2023-01-31,Elon Musk@elonmusk,Just leaving the engine bay of Starship,16K,252K
2023-02-09,Elon Musk@elonmusk,"Good meeting with @ThierryBreton regarding EU DSA. The goals of transparency, accountability & accuracy of information are aligned with ours.

@CommunityNotes will be transformational for the latter.",2.1K,26K
2023-02-09,Elon Musk@elonmusk,What the Tesla Giga Nevada factory will look like when finished.,11K,218K
2023-02-10,Elon Musk@elonmusk,"Team turned off 1 engine just before start & 1 stopped itself, so 31 engines fired overall.

But still enough engines to reach orbit!",5.8K,59K
2023-02-10,Elon Musk@elonmusk,"One day, Starship will take us to Mars",11K,120K
2023-02-10,Elon Musk@elonmusk,.,21K,254K
2023-02-11,Elon Musk@elonmusk,And making a day in the life videos,5.1K,61K
2023-02-11,Elon Musk@elonmusk,http://Starlink.com,3.1K,35K
2023-02-12,Elon Musk@elonmusk,This test is at ~50% throttle. Launch attempt next month will be at ~90%.,5.5K,67K
2023-02-12,Elon Musk@elonmusk,Some of the smartest people I know actively believe the press … amazing,56K,453K
2023-02-12,Elon Musk@elonmusk,Starship Super Heavy,9.8K,161K
2023-02-12,Elon Musk@elonmusk,"Long day at Twitter HQ with eng team

Two significant problems mostly addressed:

1. Fanout service for Following feed was getting overloaded when I tweeted, resulting in up to 95% of my tweets not getting delivered at all. Following is now pulling from search (aka Earlybird).…",10K,116K
2023-02-13,Elon Musk@elonmusk,"Don’t worry, just some of my   friends of mine stopping by …",57K,675K
2023-02-13,Elon Musk@elonmusk,Starship orbital launch attempt soon!,7.5K,96K
2023-02-18,Elon Musk@elonmusk,Halftime Show Super Bowl LVII,9.9K,120K
2023-02-18,Elon Musk@elonmusk,What are your top requests for Twitter features & bug fixes?,30K,217K
2023-02-19,Elon Musk@elonmusk,Surround your house with treadmills set to jogging speed to stop walking dead ur welcome,35K,453K
2023-02-19,Elon Musk@elonmusk,Use of free authentication apps for 2FA will remain free and are much more secure than SMS,6.2K,49K
2023-02-19,Elon Musk@elonmusk,More Twitter Files from Matt Taibbi,9.3K,61K
2023-02-19,Elon Musk@elonmusk,BingChatGPT reminds me of Lucky in Waiting for Godot,4.1K,64K
2023-02-19,Elon Musk@elonmusk,"All things in moderation, 
especially content moderation",8.8K,96K
2023-02-21,Elon Musk@elonmusk,!!,3.5K,44K
2023-02-21,Elon Musk@elonmusk,!!,9.8K,80K
2023-02-21,Elon Musk@elonmusk,Worth reading,3.7K,42K
2023-03-01,Elon Musk@elonmusk,"Say what you want about me, but I acquired the world’s largest non-profit for $44B lol",45K,603K
2023-03-01,Elon Musk@elonmusk,"Nice work by Community Notes team! 

In general, Community Notes is a game changer for combating wrong information.",4K,48K
2023-03-01,Elon Musk@elonmusk,"What do you call an infinite gear ratio?
All torque, no action.",6.8K,89K
2023-03-01,Elon Musk@elonmusk,"You’re not gonna believe this, but we’re running a little late! 

Presentation starts in ~5 mins.",2.8K,36K
2023-03-02,Elon Musk@elonmusk,…,2.7K,27K
2023-03-02,Elon Musk@elonmusk,"Twice as many people died in Japan last year as were born. Population freefall.

Rest of the world is trending to follow.",28K,132K
2023-03-03,Elon Musk@elonmusk,"The ability of Twitter advertising to reach the most influential people in the world is often not fully appreciated.

While a few other social networks are technically bigger, Twitter is where the writers & leaders spend their time.",13K,135K
2023-03-03,Elon Musk@elonmusk,"“I used to be in crypto, but now I got interested in AI""",30K,259K
2023-03-03,Elon Musk@elonmusk,Another launch,3.5K,38K
2023-03-04,Elon Musk@elonmusk,169 mT to orbit this year so far,3.8K,50K
2023-03-04,Elon Musk@elonmusk,Something should be done,11K,144K
2023-03-04,Elon Musk@elonmusk,We should defund the GEC,5.1K,31K
2023-03-05,Elon Musk@elonmusk,"Aiming to roll out ability to reply to individual DMs, use any reaction emoji & encryption later this month",6K,64K
2023-03-05,Elon Musk@elonmusk,How to sabotage an organization …,23K,127K
