Unnamed: 0,Date,name,Open,High,Low,Close,AdjClose,Volume,adjClose_diff,content,rt,like,word,topic
45,152,2022-03-29,@levie,28.860001,29.665001,28.757999,29.52,29.52,1574300.0,0.7299989999999994,"The challenge with taxing unrealized gains is you can force selling or borrowing against assets at inopportune times, which can easily lead to systemic risk, volatility, or lack of long-term investing in the markets over time. Only bad scenarios. There must be another way.",96,1.1K,"['the', 'challenge', 'taxing', 'unrealized', 'gains', 'force', 'selling', 'borrowing', 'assets', 'inopportune', 'times', 'easily', 'lead', 'systemic', 'risk', 'volatility', 'lack', 'long-term', 'investing', 'markets', 'time', 'only', 'scenarios', 'there']",business
46,157,2022-03-30,@JohnLegere,128.990005,128.990005,127.870003,128.610001,127.54287,4077000.0,0.1785129999999952,You all know how much I love Steve Aoki - now we all need to join Aokiverse!,6.0,31,"['you', 'i', 'love', 'steve', 'aoki', 'join', 'aokiverse']",emotion
47,158,2022-03-30,@JohnLegere,128.990005,128.990005,127.870003,128.610001,127.54287,4077000.0,0.1785129999999952,"I am usually one for the slow cooker, but this two-ingredient citrus syrup looks delicious! Start saving your citrus peels now.",3.0,31,"['i', 'slow', 'cooker', 'two-ingredient', 'citrus', 'syrup', 'delicious', 'start', 'saving', 'citrus', 'peels']",product
48,159,2022-03-30,@JohnLegere,128.990005,128.990005,127.870003,128.610001,127.54287,4077000.0,0.1785129999999952,"I loved seeing the support that Lady Gaga extended to Liza Minnelli at the Oscars, what a beautiful moment!",35.0,245,"['i', 'loved', 'support', 'lady', 'gaga', 'extended', 'liza', 'minnelli', 'oscars', 'beautiful', 'moment']",business
49,163,2022-03-30,@levie,29.43,29.5,28.975,29.15,29.15,1435400.0,-0.370000000000001,"Remember: customers rarely care about how novel your technology is, only what problems it solves for them. Never lose sight of that as a startup.",613,3.8K,"['remember', 'customers', 'rarely', 'technology', 'problems', 'solves', 'never', 'lose', 'sight', 'startup']",social
50,164,2022-03-30,@levie,29.43,29.5,28.975,29.15,29.15,1435400.0,-0.370000000000001,It is so frustrating that a few hundred people in DC are squandering our economic future.,52,323,"['it', 'frustrating', 'hundred', 'dc', 'squandering', 'economic', 'future']",social
51,169,2022-03-31,@JohnLegere,128.880005,129.399994,127.540001,128.350006,127.285042,4434200.0,-0.2578279999999893,Let the countdown begin!,7.0,41,"['let', 'countdown', 'begin']",business
52,170,2022-03-31,@JohnLegere,128.880005,129.399994,127.540001,128.350006,127.285042,4434200.0,-0.2578279999999893,"Facebook… this is not a good look for you 
https://theverge.com/2022/3/30/23003168/facebook-tiktok-targeted-victory-news-column-campaign-gop…",11.0,55,"['facebook…', 'https', '//theverge.com/2022/3/30/23003168/facebook-tiktok-targeted-victory-news-column-campaign-gop…']",business
53,171,2022-03-31,@JohnLegere,128.880005,129.399994,127.540001,128.350006,127.285042,4434200.0,-0.2578279999999893,So who finished Bridgerton Season 2 yet? Spoiler warning if you haven't!,6.0,39,"['so', 'finished', 'bridgerton', 'season', '2', 'spoiler', 'warning', ""n't""]",business
54,175,2022-03-31,@levie,29.01,29.49,28.99,29.059999,29.059999,1987400.0,-0.0900009999999973,Honestly congrats to the web3 crowd for utterly confusing politicians ,142,499,"['honestly', 'congrats', 'web3', 'crowd', 'utterly', 'confusing', 'politicians']",social
55,176,2022-03-31,@levie,29.01,29.49,28.99,29.059999,29.059999,1987400.0,-0.0900009999999973,"I have to admit, when we started Box we didn’t imagine one of the use cases would be Cardi B using it to come with receipts.",30,650,"['i', 'admit', 'started', 'box', 'imagine', 'cases', 'cardi', 'b', 'receipts']",social
56,181,2022-04-01,@JohnLegere,128.970001,130.910004,127.900002,130.759995,129.675034,4205000.0,2.3899920000000066,What would you change your work notification sound to say???,3.0,18,"['what', 'change', 'work', 'notification', 'sound']",business
57,182,2022-04-01,@JohnLegere,128.970001,130.910004,127.900002,130.759995,129.675034,4205000.0,2.3899920000000066,Who isn’t a fan of emojis!!!,1.0,17,"['who', 'emojis']",company
58,183,2022-04-01,@JohnLegere,128.970001,130.910004,127.900002,130.759995,129.675034,4205000.0,2.3899920000000066,"Sad to hear that Bruce Willis is retiring from acting, but he is and always will be a LEGEND",5.0,152,"['sad', 'hear', 'bruce', 'willis', 'retiring', 'acting', 'legend']",social
59,190,2022-04-02,@levie,29.0,29.209999,28.459999,28.809999,28.809999,1518400.0,-0.25,"Just remember: at scale, consumers will generally choose the simpler software to successfully perform the task at hand. If your technical complexity isn’t sufficiently abstracted from the user, best of luck.",128,1K,"['just', 'remember', 'scale', 'consumers', 'generally', 'choose', 'simpler', 'software', 'successfully', 'perform', 'task', 'hand', 'if', 'technical', 'complexity', 'sufficiently', 'abstracted', 'user', 'luck']",social
60,197,2022-04-04,@levie,28.809999,29.48,28.67,29.26,29.26,1349400.0,0.4500010000000003,"Finally, the kind of internet drama we deserve https://cnn.com/2022/04/04/investing/elon-musk-twitter-stares-stake…",28,326,"['finally', 'kind', 'internet', 'drama', 'deserve', 'https', '//cnn.com/2022/04/04/investing/elon-musk-twitter-stares-stake…']",social
61,198,2022-04-04,@levie,28.809999,29.48,28.67,29.26,29.26,1349400.0,0.4500010000000003,Elon Musk right now,264,5K,"['elon', 'musk']",product
62,207,2022-04-05,@levie,29.26,29.66,28.535,28.84,28.84,2578000.0,-0.4200000000000017,"After a few years of being in place, taxing unrealized capital gains would begin to hurt everyone: investors will prefer low growth liquid assets, or short term investments so they can sell to cover taxes. This is unequivocally bad for the economy, job creation, and innovation.",105,1.2K,"['after', 'years', 'place', 'taxing', 'unrealized', 'capital', 'gains', 'begin', 'hurt', 'investors', 'prefer', 'low', 'growth', 'liquid', 'assets', 'short', 'term', 'investments', 'sell', 'cover', 'taxes', 'this', 'unequivocally', 'economy', 'job', 'creation', 'innovation']",business
63,230,2022-04-08,@JohnLegere,133.399994,134.330002,132.389999,132.839996,131.737778,4293100.0,-0.4363550000000202,Fun fact: Before I decided to study business I wanted to be a gym teacher! What did you want to major in and what did you end up studying in college? Comment below and tag someone who NEEDS to apply to #LegereLegends!,3.0,33,"['fun', 'fact', 'before', 'i', 'decided', 'study', 'business', 'i', 'wanted', 'gym', 'teacher', 'what', 'major', 'studying', 'college', 'comment', 'tag', 'needs', 'apply', 'legerelegends']",business
64,231,2022-04-08,@JohnLegere,133.399994,134.330002,132.389999,132.839996,131.737778,4293100.0,-0.4363550000000202,This is ridiculous…Won't you just have wet jeans?,4.0,27,"['this', 'ridiculous…wo', ""n't"", 'wet', 'jeans']",emotion
65,232,2022-04-08,@JohnLegere,133.399994,134.330002,132.389999,132.839996,131.737778,4293100.0,-0.4363550000000202,"I think we would rather have John bucks!
https://theverge.com/2022/4/6/23013896/meta-facebook-zuck-bucks-finance-financial-services-products…",5.0,34,"['i', 'john', 'bucks', 'https', '//theverge.com/2022/4/6/23013896/meta-facebook-zuck-bucks-finance-financial-services-products…']",business
66,235,2022-04-08,@elonmusk,347.736664,349.480011,340.813324,341.829987,341.829987,55013700.0,-10.590025999999966, NASA ,5.9K,80K,['nasa'],company
67,236,2022-04-08,@elonmusk,347.736664,349.480011,340.813324,341.829987,341.829987,55013700.0,-10.590025999999966,Show starts in ~20 mins,4.3K,57K,"['show', 'starts', '~20', 'mins']",business
68,240,2022-04-09,@JohnLegere,133.399994,134.330002,132.389999,132.839996,131.737778,4293100.0,-0.4363550000000202,Who wants to see me on Dancing with the Stars???,4.0,76,"['who', 'dancing', 'stars']",company
69,241,2022-04-09,@JohnLegere,133.399994,134.330002,132.389999,132.839996,131.737778,4293100.0,-0.4363550000000202,"Will be downloading this ASAP!
https://mashable.com/article/masters-tournament-app-live-coverage…",5.0,15,"['will', 'downloading', 'asap', 'https', '//mashable.com/article/masters-tournament-app-live-coverage…']",social
70,242,2022-04-09,@JohnLegere,133.399994,134.330002,132.389999,132.839996,131.737778,4293100.0,-0.4363550000000202,Did you know dental floss did all of this?,4.0,18,"['did', 'dental', 'floss']",social
71,243,2022-04-09,@elonmusk,347.736664,349.480011,340.813324,341.829987,341.829987,55013700.0,-10.590025999999966,"Great work by Tesla Texas Team!!

Built & delivered first Giga Texas production cars & threw a killer opening party  ",10K,185K,"['great', 'work', 'tesla', 'texas', 'team', 'built', 'delivered', 'giga', 'texas', 'production', 'cars', 'threw', 'killer', 'opening', 'party']",company
72,244,2022-04-09,@elonmusk,347.736664,349.480011,340.813324,341.829987,341.829987,55013700.0,-10.590025999999966,Interesting,6.3K,62K,['interesting'],social
73,245,2022-04-09,@elonmusk,347.736664,349.480011,340.813324,341.829987,341.829987,55013700.0,-10.590025999999966,"Most of these “top” accounts tweet rarely and post very little content. 

Is Twitter dying?",21K,194K,"['most', 'top', 'accounts', 'tweet', 'rarely', 'post', 'content', 'is', 'twitter', 'dying']",business
74,246,2022-04-09,@elonmusk,347.736664,349.480011,340.813324,341.829987,341.829987,55013700.0,-10.590025999999966,Truth is the first casualty.,24K,190K,"['truth', 'casualty']",general
75,247,2022-04-10,@JohnLegere,133.399994,134.330002,132.389999,132.839996,131.737778,4293100.0,-0.4363550000000202,Who else is a Wordle lover?,3.0,38,"['who', 'wordle', 'lover']",company
76,248,2022-04-10,@JohnLegere,133.399994,134.330002,132.389999,132.839996,131.737778,4293100.0,-0.4363550000000202,Absolutely love this for Snapchat!,9.0,37,"['absolutely', 'love', 'snapchat']",social
77,249,2022-04-10,@JohnLegere,133.399994,134.330002,132.389999,132.839996,131.737778,4293100.0,-0.4363550000000202,Now this will truly be EPIC!,9.0,39,"['now', 'epic']",emotion
78,252,2022-04-11,@JohnLegere,133.279999,134.089996,129.820007,130.419998,129.33786,5098400.0,-2.3999179999999853,The Cybertruck is almost here!!!,7.0,25,null,null
79,253,2022-04-11,@JohnLegere,133.279999,134.089996,129.820007,130.419998,129.33786,5098400.0,-2.3999179999999853,I heard Apple TV Plus’ Friday night baseball was quite the strikeout!,3.0,25,"['i', 'heard', 'apple', 'tv', 'plus', 'friday', 'night', 'baseball', 'strikeout']",business
80,254,2022-04-11,@JohnLegere,133.279999,134.089996,129.820007,130.419998,129.33786,5098400.0,-2.3999179999999853,How many of these do you agree with?,2.0,20,"['how', 'agree']",social
81,263,2022-04-12,@JohnLegere,131.419998,133.199997,130.660004,131.440002,130.349396,5008000.0,1.0115360000000069,I don’t think the new season of Bridgerton would get two thumbs up from me.,3.0,19,"['i', 'season', 'bridgerton', 'thumbs']",business
82,264,2022-04-12,@JohnLegere,131.419998,133.199997,130.660004,131.440002,130.349396,5008000.0,1.0115360000000069,Here is the question we are all thinking @NintendoAmerica… Will Nintendo Switch Sports include Wii Golf?,5.0,34,"['here', 'question', 'nintendoamerica…', 'will', 'nintendo', 'switch', 'sports', 'include', 'wii', 'golf']",business
83,265,2022-04-12,@JohnLegere,131.419998,133.199997,130.660004,131.440002,130.349396,5008000.0,1.0115360000000069,"Which is your favorite episode? 
https://mashable.com/article/best-episodes-the-office-ranked…",4.0,25,"['which', 'favorite', 'episode', 'https', '//mashable.com/article/best-episodes-the-office-ranked…']",business
84,274,2022-04-13,@JohnLegere,132.089996,135.059998,131.699997,134.850006,133.73111,6828500.0,3.381713999999988,"With the Boston Marathon on April 18th it is only fitting that today, we're having another exciting episode of Lunch Box Thoughts, with John! In this episode, we will be talking about Running. Make sure to set your alarms, lace up your shoes, and have your lunch ready for 12PM.",7.0,33,"['with', 'boston', 'marathon', 'april', '18th', 'fitting', 'today', ""'re"", 'exciting', 'episode', 'lunch', 'box', 'thoughts', 'john', 'in', 'episode', 'talking', 'running', 'make', 'set', 'alarms', 'lace', 'shoes', 'lunch', 'ready', '12pm']",business
85,275,2022-04-13,@JohnLegere,132.089996,135.059998,131.699997,134.850006,133.73111,6828500.0,3.381713999999988,Join me in my Space!,4.0,12,"['join', 'space']",emotion
86,287,2022-04-14,@elonmusk,333.09668,337.570007,327.396667,328.333344,328.333344,58422300.0,-12.456664999999989,69.420% of statistics are false,66K,671K,"['69.420', 'statistics', 'false']",technology
87,288,2022-04-14,@elonmusk,333.09668,337.570007,327.396667,328.333344,328.333344,58422300.0,-12.456664999999989,"I made an offer 
https://sec.gov/Archives/edgar/data/0001418091/000110465922045641/tm2212748d1_sc13da.htm…",128K,850K,"['i', 'made', 'offer', 'https', '//sec.gov/archives/edgar/data/0001418091/000110465922045641/tm2212748d1_sc13da.htm…']",business
88,289,2022-04-14,@elonmusk,333.09668,337.570007,327.396667,328.333344,328.333344,58422300.0,-12.456664999999989,"Taking Twitter private at $54.20 should be up to shareholders, not the board",33K,192K,"['taking', 'twitter', 'private', '54.20', 'shareholders', 'board']",business
89,290,2022-04-14,@elonmusk,333.09668,337.570007,327.396667,328.333344,328.333344,58422300.0,-12.456664999999989,iu,92K,1.1M,null,null
90,295,2022-04-17,@elonmusk,333.09668,337.570007,327.396667,328.333344,328.333344,58422300.0,-12.456664999999989, Love Me Tender ,26K,361K,"['love', 'me', 'tender']",emotion
91,296,2022-04-17,@elonmusk,333.09668,337.570007,327.396667,328.333344,328.333344,58422300.0,-12.456664999999989,Smooth landing video,16K,223K,"['smooth', 'landing', 'video']",business
92,317,2022-04-20,@JohnLegere,133.610001,133.789993,132.089996,132.699997,131.598938,4407200.0,-0.1388399999999876,Join me in my Space!,3.0,17,"['join', 'space']",emotion
93,318,2022-04-20,@JohnLegere,133.610001,133.789993,132.089996,132.699997,131.598938,4407200.0,-0.1388399999999876,Geeking out over this beautiful cover art!,2.0,30,"['geeking', 'beautiful', 'cover', 'art']",product
94,319,2022-04-20,@JohnLegere,133.610001,133.789993,132.089996,132.699997,131.598938,4407200.0,-0.1388399999999876,Think I'll start taking Lyft instead ... What about you?,13.0,117,"['think', 'i', ""'ll"", 'start', 'taking', 'lyft', 'instead', '...', 'what']",business
95,320,2022-04-20,@JohnLegere,133.610001,133.789993,132.089996,132.699997,131.598938,4407200.0,-0.1388399999999876,"Are you looking to be more active this spring? 
https://buzzfeed.com/imstephaniehope/products-to-be-more-active-this-spring?origin=web-hf…",3.0,20,"['are', 'active', 'spring', 'https', '//buzzfeed.com/imstephaniehope/products-to-be-more-active-this-spring', 'origin=web-hf…']",business
96,327,2022-04-21,@BillGates,288.579987,293.299988,280.059998,280.809998,275.818146,29454600.0,-5.451415999999995,"We can’t reach zero carbon emissions without innovation. In this new series, you’ll meet some people who are on the cutting edge of clean energy: 
#EarthDay",401,1.7K,"['we', 'reach', 'zero', 'carbon', 'emissions', 'innovation', 'in', 'series', 'meet', 'cutting', 'edge', 'clean', 'energy', 'earthday']",business
97,329,2022-04-21,@JohnLegere,133.259995,134.619995,131.850006,132.100006,131.003922,3580700.0,-0.5950160000000153,Does anyone else love new space adventures as much as I do?,3.0,28,"['does', 'love', 'space', 'adventures', 'i']",emotion
98,330,2022-04-21,@JohnLegere,133.259995,134.619995,131.850006,132.100006,131.003922,3580700.0,-0.5950160000000153,Maybe we can repaint it magenta!,1.0,49,"['maybe', 'repaint', 'magenta']",social
99,331,2022-04-21,@JohnLegere,133.259995,134.619995,131.850006,132.100006,131.003922,3580700.0,-0.5950160000000153,I'm overdue for some live music. What’s the last concert or music festival you went to?,4.0,36,"['i', ""'m"", 'overdue', 'live', 'music', 'what', 'concert', 'music', 'festival']",business
100,338,2022-04-22,@BillGates,281.679993,283.200012,273.380005,274.029999,269.158722,29405800.0,-6.659424000000001,"Seven years ago, I gave a TED Talk about how the world wasn’t ready for the next epidemic. A lot has changed since then:",431,2.7K,"['seven', 'years', 'ago', 'i', 'gave', 'ted', 'talk', 'world', 'ready', 'epidemic', 'a', 'lot', 'changed']",business
101,340,2022-04-22,@JohnLegere,130.470001,130.860001,127.5,128.630005,127.562714,5604700.0,-3.441207999999989,"Reason 1: Education is so important! I am grateful every single day for my education and the opportunities it has given me. Through Legere Legends, I hope to fuel the fires of those students that share my passion for learning, humility, and personal growth in all aspects of life!",5.0,50,"['reason', '1', 'education', 'important', 'i', 'grateful', 'single', 'day', 'education', 'opportunities', 'through', 'legere', 'legends', 'i', 'hope', 'fuel', 'fires', 'students', 'share', 'passion', 'learning', 'humility', 'personal', 'growth', 'aspects', 'life']",business
102,341,2022-04-22,@JohnLegere,130.470001,130.860001,127.5,128.630005,127.562714,5604700.0,-3.441207999999989,Can you imagine opening your door to 15 boxes of gum?,2.0,18,"['can', 'imagine', 'opening', '15', 'boxes', 'gum']",product
103,342,2022-04-22,@JohnLegere,130.470001,130.860001,127.5,128.630005,127.562714,5604700.0,-3.441207999999989,Hmmm… this will be interesting.,8.0,28,"['hmmm…', 'interesting']",social
104,343,2022-04-22,@JohnLegere,130.470001,130.860001,127.5,128.630005,127.562714,5604700.0,-3.441207999999989,Reusable water bottles all the way (unless you're tying them to fans — don't do that!) #earthday,4.0,24,"['reusable', 'water', 'bottles', ""'re"", 'tying', 'fans', '—', ""n't"", 'earthday']",product
