Unnamed: 0,Date,name,Open,High,Low,Close,AdjClose,Volume,adjClose_diff,content,rt,like,word,topic
0,2,2022-03-10,@JohnLegere,120.660004,123.919998,120.440002,123.540001,122.514946,4200600.0,1.566886999999994,Absolutely not - always ice cold water!,2.0,64,"['absolutely', 'ice', 'cold', 'water']",social
1,3,2022-03-10,@JohnLegere,120.660004,123.919998,120.440002,123.540001,122.514946,4200600.0,1.566886999999994,Spell check via text is a game changer!,1.0,21,"['spell', 'check', 'text', 'game', 'changer']",business
2,4,2022-03-10,@JohnLegere,120.660004,123.919998,120.440002,123.540001,122.514946,4200600.0,1.566886999999994,"I wish I saw this before my flight today!
https://buzzfeed.com/daniellehealy/products-youll-never-want-to-fly-without?origin=web-hf…",2.0,23,"['i', 'wish', 'i', 'flight', 'today', 'https', '//buzzfeed.com/daniellehealy/products-youll-never-want-to-fly-without', 'origin=web-hf…']",business
3,13,2022-03-11,@JohnLegere,124.43,126.379997,124.400002,124.57,123.5364,4207200.0,1.0214540000000056,ABSOLUTELY NOT!,8.0,43,"['absolutely', 'not']",social
4,14,2022-03-11,@JohnLegere,124.43,126.379997,124.400002,124.57,123.5364,4207200.0,1.0214540000000056,"Baseball is coming back!
https://espn.com/mlb/story/_/id/33399466/mlb-mlbpa-reach-labor-agreement-everything-need-know-lockout-ends…",2.0,20,"['baseball', 'coming', 'back', 'https', '//espn.com/mlb/story/_/id/33399466/mlb-mlbpa-reach-labor-agreement-everything-need-know-lockout-ends…']",business
5,15,2022-03-11,@JohnLegere,124.43,126.379997,124.400002,124.57,123.5364,4207200.0,1.0214540000000056,I love this idea - let's give employees more of a work/life balance!,4.0,47,"['i', 'love', 'idea', ""'s"", 'give', 'employees', 'work/life', 'balance']",emotion
6,22,2022-03-12,@JohnLegere,124.43,126.379997,124.400002,124.57,123.5364,4207200.0,1.0214540000000056,Another resource to help Ukraine!,9.0,28,"['another', 'resource', 'ukraine']",social
7,23,2022-03-12,@JohnLegere,124.43,126.379997,124.400002,124.57,123.5364,4207200.0,1.0214540000000056,"One of the first times an NFT lab is really looking like a ""real company""...
https://theverge.com/2022/3/11/22973394/bored-ape-yacht-club-cryptopunks-meebits-nft…",4.0,23,"['one', 'times', 'nft', 'lab', '``', 'real', 'company', ""''"", '...', 'https', '//theverge.com/2022/3/11/22973394/bored-ape-yacht-club-cryptopunks-meebits-nft…']",business
8,24,2022-03-12,@JohnLegere,124.43,126.379997,124.400002,124.57,123.5364,4207200.0,1.0214540000000056,Hi HELIOS!,2.0,20,"['hi', 'helios']",business
9,25,2022-03-13,@elonmusk,280.066681,281.266663,264.589996,265.116669,265.116669,67037100.0,-14.31664999999998,What are your thoughts about probable inflation rate over next few years?,12K,150K,"['what', 'thoughts', 'probable', 'inflation', 'rate', 'years']",product
10,31,2022-03-14,@elonmusk,260.203339,266.899994,252.013336,255.456665,255.456665,71152200.0,-9.660004000000017,There is a beauty to the biological substrate,4.5K,85K,"['there', 'beauty', 'biological', 'substrate']",environment
11,32,2022-03-14,@elonmusk,260.203339,266.899994,252.013336,255.456665,255.456665,71152200.0,-9.660004000000017,By the pricking of my thumbs …,4.6K,103K,"['by', 'pricking', 'thumbs', '…']",social
12,33,2022-03-14,@elonmusk,260.203339,266.899994,252.013336,255.456665,255.456665,71152200.0,-9.660004000000017,"I hereby challenge
Владимир Путин 
to single combat

Stakes are Україна",69K,368K,"['i', 'challenge', 'владимир', 'путин', 'single', 'combat', 'stakes', 'україна']",business
13,42,2022-03-15,@elonmusk,258.42334,268.523346,252.190002,267.296661,267.296661,66841200.0,11.839995999999983,Congratulations SpaceX team for all that you have accomplished!,8.1K,114K,"['congratulations', 'spacex', 'team', 'accomplished']",business
14,43,2022-03-15,@elonmusk,258.42334,268.523346,252.190002,267.296661,267.296661,66841200.0,11.839995999999983,"Telegram post by Ramzan Kadyrov, head of Chechen Republic!",24K,211K,"['telegram', 'post', 'ramzan', 'kadyrov', 'head', 'chechen', 'republic']",business
15,58,2022-03-17,@JohnLegere,128.570007,129.570007,127.709999,128.949997,127.880051,5042000.0,1.1801150000000007,"Okay, I want one!!",13.0,100,"['okay', 'i']",business
16,61,2022-03-17,@elonmusk,276.996674,291.666656,275.23999,290.533325,290.533325,66582900.0,10.456664999999989,Working on Master Plan Part 3,16K,254K,"['working', 'master', 'plan', 'part', '3']",product
17,62,2022-03-17,@elonmusk,276.996674,291.666656,275.23999,290.533325,290.533325,66582900.0,10.456664999999989,Working hard to make useful products & services for your fellow humans is deeply morally good,24K,277K,"['working', 'hard', 'make', 'products', 'services', 'fellow', 'humans', 'deeply', 'morally']",product
18,68,2022-03-18,@JohnLegere,128.880005,129.399994,126.690002,127.18,126.124748,8572000.0,-1.7553029999999978,These made me LOL!,2.0,16,"['these', 'made', 'lol']",social
19,69,2022-03-18,@JohnLegere,128.880005,129.399994,126.690002,127.18,126.124748,8572000.0,-1.7553029999999978,I've already stopped playing...,3.0,30,"['i', ""'ve"", 'stopped', 'playing', '...']",business
20,70,2022-03-18,@JohnLegere,128.880005,129.399994,126.690002,127.18,126.124748,8572000.0,-1.7553029999999978,But will you have to be 21+ to enter?,2.0,20,"['but', '21+', 'enter']",social
21,71,2022-03-18,@JohnLegere,128.880005,129.399994,126.690002,127.18,126.124748,8572000.0,-1.7553029999999978,"Hey, high school class of 2022 (and now including international students) - are your senior portraits as good as this one? Today I challenge you to post your senior picture and apply to #LegereLegends at http://legerelegends.com!",8.0,55,"['hey', 'high', 'school', 'class', '2022', 'including', 'international', 'students', 'senior', 'portraits', 'today', 'i', 'challenge', 'post', 'senior', 'picture', 'apply', 'legerelegends', 'http', '//legerelegends.com']",company
22,78,2022-03-19,@JohnLegere,128.880005,129.399994,126.690002,127.18,126.124748,8572000.0,-1.7553029999999978,I forgot all about Reading Rainbow!,3.0,27,"['i', 'forgot', 'reading', 'rainbow']",business
23,79,2022-03-19,@JohnLegere,128.880005,129.399994,126.690002,127.18,126.124748,8572000.0,-1.7553029999999978,In case you've gotten locked out of Facebook...,13.0,32,"['in', 'case', ""'ve"", 'locked', 'facebook', '...']",business
24,80,2022-03-19,@JohnLegere,128.880005,129.399994,126.690002,127.18,126.124748,8572000.0,-1.7553029999999978,"Well, if you swear!",1.0,25,"['well', 'swear']",product
25,81,2022-03-19,@elonmusk,291.496674,302.616669,289.130005,301.796661,301.796661,100414200.0,11.26333599999998,"The limbic instinct for vengeance is incredibly strong, which is why turn the other cheek is such a powerful idea",14K,146K,"['the', 'limbic', 'instinct', 'vengeance', 'incredibly', 'strong', 'turn', 'cheek', 'powerful', 'idea']",social
26,82,2022-03-19,@levie,27.280001,28.18,27.23,28.02,28.02,6263200.0,0.739999000000001,This needs to be turned into a buddy comedy ASAP.,18,416,"['this', 'turned', 'buddy', 'comedy', 'asap']",social
27,83,2022-03-20,@JohnLegere,128.880005,129.399994,126.690002,127.18,126.124748,8572000.0,-1.7553029999999978,I want to go to space!!!!,5.0,56,"['i', 'space']",business
28,84,2022-03-20,@JohnLegere,128.880005,129.399994,126.690002,127.18,126.124748,8572000.0,-1.7553029999999978,Sign me up!,3.0,32,['sign'],business
29,85,2022-03-20,@JohnLegere,128.880005,129.399994,126.690002,127.18,126.124748,8572000.0,-1.7553029999999978,I've already loved the first couple of episodes!,1.0,20,"['i', ""'ve"", 'loved', 'couple', 'episodes']",business
30,88,2022-03-21,@JohnLegere,126.919998,126.919998,124.199997,125.970001,124.924782,5920100.0,-1.1999660000000034,"I love this - makes me nervous, but I love it!",3.0,21,"['i', 'love', 'makes', 'nervous', 'i', 'love']",business
31,89,2022-03-21,@JohnLegere,126.919998,126.919998,124.199997,125.970001,124.924782,5920100.0,-1.1999660000000034,"I'm sorry, WHAT?!",3.0,31,"['i', ""'m"", 'sorry', 'what']",business
32,92,2022-03-21,@elonmusk,304.993347,314.283325,302.363342,307.053345,307.053345,81981600.0,5.256684000000007,Deployment of 53 Starlink satellites confirmed,4.4K,73K,"['deployment', '53', 'starlink', 'satellites', 'confirmed']",social
33,93,2022-03-21,@levie,28.040001,28.99,28.040001,28.48,28.48,3312500.0,0.4600000000000008,The cool thing about naming a company Box is all the interesting news articles you get in your feed.,2,131,"['the', 'cool', 'naming', 'company', 'box', 'interesting', 'news', 'articles', 'feed']",business
34,101,2022-03-22,@elonmusk,310.0,332.619995,307.25,331.32666,331.32666,105868500.0,24.273315000000025,Excited to hand over the first production cars made by Giga Berlin-Brandenburg tomorrow!,11K,196K,"['excited', 'hand', 'production', 'cars', 'made', 'giga', 'berlin-brandenburg', 'tomorrow']",social
35,119,2022-03-24,@elonmusk,336.57666,341.496674,329.600006,337.973328,337.973328,68920800.0,4.936645999999996, Danke Deutschland!! ,14K,257K,"['danke', 'deutschland']",environment
36,120,2022-03-24,@elonmusk,336.57666,341.496674,329.600006,337.973328,337.973328,68920800.0,4.936645999999996,Twitter algorithm should be open source,11K,64K,"['twitter', 'algorithm', 'open', 'source']",business
37,121,2022-03-24,@levie,27.5,28.09,27.247999,28.09,28.09,1290600.0,0.7199990000000014,Amazing quote:,9,196,"['amazing', 'quote']",social
38,130,2022-03-25,@levie,28.25,28.339001,28.0,28.309999,28.309999,1000800.0,0.2199990000000014,"Some say innovation is dead, but how can that be if Twitter just rolled out the ability to search through DMs.",59,580,"['some', 'innovation', 'dead', 'twitter', 'rolled', 'ability', 'search', 'dms']",business
39,135,2022-03-28,@JohnLegere,124.489998,126.580002,124.269997,126.489998,125.44046,5420300.0,2.1817319999999967,Would you join?,22.0,243,"['would', 'join']",emotion
40,136,2022-03-28,@JohnLegere,124.489998,126.580002,124.269997,126.489998,125.44046,5420300.0,2.1817319999999967,The moment we have all been waiting for - chronological Instagram!,3.0,35,"['the', 'moment', 'waiting', 'chronological', 'instagram']",business
41,145,2022-03-29,@JohnLegere,126.220001,128.580002,125.980003,128.429993,127.364357,7016700.0,1.9238969999999969,Now is the time to buy a vacation home over a starter home!!!,3.0,31,"['now', 'time', 'buy', 'vacation', 'home', 'starter', 'home']",business
42,146,2022-03-29,@JohnLegere,126.220001,128.580002,125.980003,128.429993,127.364357,7016700.0,1.9238969999999969,"May 1st is going to be here before we know it! Don't forget to apply for #LegereLegends for your chance to win a $100,000 scholarship for college. Apply at http://LegereLegends.com",6.0,24,"['may', '1st', 'do', ""n't"", 'forget', 'apply', 'legerelegends', 'chance', 'win', '100,000', 'scholarship', 'college', 'apply', 'http', '//legerelegends.com']",business
43,147,2022-03-29,@JohnLegere,126.220001,128.580002,125.980003,128.429993,127.364357,7016700.0,1.9238969999999969,Well...who saw this coming?,5.0,54,"['well', '...', 'coming']",product
44,148,2022-03-29,@JohnLegere,126.220001,128.580002,125.980003,128.429993,127.364357,7016700.0,1.9238969999999969,Makes me want to graduate from NYU this year!,2.0,41,"['makes', 'graduate', 'nyu', 'year']",product
