dates,ID,content,rt,like
2023년 1월 17일,Elon Musk@elonmusk,"Trashing accounts that you hate will cause our algorithm to show you more of those accounts, as it is keying off of your interactions.

Basically saying if you love trashing *that* account, then you will probably also love trashing *this* account. Not actually wrong lol.",2.2만,18만
2023년 1월 16일,Elon Musk@elonmusk,Kudos to the BBC for self-labelling its state affiliation,1.1만,14만
2023년 1월 16일,Elon Musk@elonmusk,And that’s how we will land on Mars,1.6만,16만
2023년 1월 16일,Elon Musk@elonmusk,Falcon Heavy Ascends,8.7천,14만
2023년 1월 16일,Elon Musk@elonmusk,Instagram makes people depressed & Twitter makes people angry. Which is better?,6.9만,61만
2023년 1월 14일,Elon Musk@elonmusk,"Good assessment of our goal
https://therabbithole84.substack.com/p/trust-as-a-service-taas-a-vision…",7천,6.1만
2023년 1월 14일,Elon Musk@elonmusk,deamplify means shadowban,1.4만,6.8만
2023년 1월 14일,Elon Musk@elonmusk,I wonder what would have happened in 2009 if the Fed had raised rates instead of lowering them ,9.3천,8.5만
2023년 1월 14일,Elon Musk@elonmusk,"Twitter will publish tweet recommendation code & make account/tweet status visible no later than next month.

Transparency builds trust.",1.5만,14만
2023년 1월 14일,Elon Musk@elonmusk,virtue rises with the sun,1.6만,18만
2023년 1월 13일,Elon Musk@elonmusk,"Bookmark button moving to tweet details page, fixing image length crop & other minor bug fixes next week",9.9천,11만
2023년 1월 12일,Elon Musk@elonmusk,Starship launch attempt soon,2.6만,31만
2023년 1월 12일,Elon Musk@elonmusk,Some things that your party tells you are false and some things that the other party says are true,2.7만,29만
2023년 1월 10일,Elon Musk@elonmusk,All four orbital launch pads fully loaded with rockets for the first time!,7.2천,8.7만
2023년 1월 9일,Elon Musk@elonmusk,I hope that the people of Brazil are able to resolve matters peacefully,2.8만,37만
2023년 1월 9일,Elon Musk@elonmusk,(Chart by James Stephenson),8.2천,8.1만
2022년 12월 30일,Elon Musk@elonmusk,Launch 61 of 2022. Congrats SpaceX!,7.4천,10만
2022년 12월 30일,Elon Musk@elonmusk,New Twitter will strive to optimize unregretted user-minutes,1.4만,19만
2022년 12월 29일,Elon Musk@elonmusk,Significant backend server architecture changes rolled out. Twitter should feel faster.,2.2만,29만
2022년 12월 29일,Elon Musk@elonmusk,"New Twitter policy is to follow the science, which necessarily includes reasoned questioning of the science",7.7만,57만
2022년 12월 29일,Elon Musk@elonmusk,They did it!,9.3천,15만
2022년 12월 29일,Elon Musk@elonmusk,Congratulations SpaceX Falcon team on 60 successful launches this year!!,9.7천,13만
2022년 12월 28일,Elon Musk@elonmusk,I’m not brainwashed!!,18만,116만
2022년 12월 28일,Elon Musk@elonmusk,Why is corporate journalism rushing to defend the state instead of the people?,3.4만,18만
2022년 12월 28일,Elon Musk@elonmusk,"“Don’t be the clown on the clown car!”

Too late haha",1.4만,21만
2022년 12월 27일,Elon Musk@elonmusk,Some nights …,5.6만,76만
2022년 12월 27일,Elon Musk@elonmusk,"Much more to The Twitter Files: Covid Editon than this introductory thread.

Follow-up piece to come next week, featuring leading doctors & researchers from Harvard, Stanford & other institutions.",4.9만,20만
2022년 12월 26일,Elon Musk@elonmusk,Merry Christmas & Good Cheer to All!,2.7만,46만
2022년 12월 19일,Elon Musk@elonmusk,Great goal by Argentina! ,3.2만,36만
2022년 12월 18일,Elon Musk@elonmusk,At World Cup right now,4.2만,65만
2022년 12월 18일,Elon Musk@elonmusk,Follow The World Cup on Twitter!,6.3천,7.6만
2022년 12월 18일,Elon Musk@elonmusk,Hallelujah!!,2만,22만
2022년 12월 18일,Elon Musk@elonmusk,"True creation eventually becomes independent of its creator. Evolution takes the original product far from its origin, with an uncertain outcome.
– Dune, The Machine Crusade",1.5만,14만
2022년 12월 18일,Elon Musk@elonmusk,Congrats to SpaceX Team on 3 perfect orbital launches within 36 hours!!!,1.8만,29만
2022년 12월 18일,Elon Musk@elonmusk,Live launch video,5.7천,6.3만
2022년 12월 17일,Elon Musk@elonmusk,Twitter will start incorporating mute & block signals from Blue Verified (not Legacy Blue) as downvotes,1.7만,15만
2022년 12월 17일,Elon Musk@elonmusk,"The people have spoken.

Accounts who doxxed my location will have their suspension lifted now.",1.1만,12만
2022년 12월 17일,Elon Musk@elonmusk,Second launch today,7.4천,9.9만
2022년 12월 17일,Elon Musk@elonmusk,Spaces is back,3만,27만
2022년 12월 17일,Elon Musk@elonmusk,KABOOM ,3만,14만
2022년 12월 17일,Elon Musk@elonmusk,So inspiring to see the newfound love of freedom of speech by the press ,4.8만,46만
2022년 12월 17일,Elon Musk@elonmusk,"Meanwhile, Twitter usage (by real humans) once again reaches all-time highs",2.8만,32만
2022년 12월 17일,Elon Musk@elonmusk,Great questions,3.4천,3.8만
2022년 12월 17일,Elon Musk@elonmusk,"And soon, ladies & gentlemen, the coup de grâce",3.8만,32만
2022년 12월 16일,Elon Musk@elonmusk,Twitter right now is ,5.8만,62만
2022년 12월 16일,Elon Musk@elonmusk,Unsuspend accounts who doxxed my exact location in real-time,2.6만,8.2만
2022년 12월 11일,Elon Musk@elonmusk,Twitter is speeding up,1.8만,27만
2022년 12월 11일,Elon Musk@elonmusk,Twitter was Wormtongue to the World,1.5만,16만
2022년 12월 11일,Elon Musk@elonmusk,Saruman … your staff is broken.,6.4천,7.6만
2022년 12월 11일,Elon Musk@elonmusk,The bots are in for a surprise tomorrow,6.6만,55만
2022년 12월 11일,Elon Musk@elonmusk,Deplatforming the President (cont.),3.2만,16만
2022년 12월 11일,Elon Musk@elonmusk,Twitter is both a social media company and a crime scene,9.3만,64만
2022년 12월 11일,Elon Musk@elonmusk, Congrats Morocco!! ,14만,119만
2022년 12월 10일,Elon Musk@elonmusk,"The Twitter Files, Part 3

Deplatforming the President",4.5만,19만
