Date,Open,High,Low,Close,Adj Close,Volume
2023-03-10,51.099998,51.750000,50.099998,50.400002,40.934692,2238500
2023-03-13,50.349998,50.720001,50.099998,50.389999,40.926571,1123300
2023-03-14,50.259998,50.599998,50.209999,50.340000,40.885963,954300
2023-03-15,50.200001,50.400002,49.849998,50.349998,40.894085,1580300
2023-03-16,50.509998,51.549999,50.340000,51.459999,41.795624,655400
2023-03-17,51.400002,51.520000,50.779999,50.910000,41.348911,599600
2023-03-20,50.910000,51.099998,50.660000,50.669998,41.153984,575400
2023-03-21,51.000000,51.259998,50.750000,50.869999,41.316425,520400
2023-03-22,50.830002,50.959999,50.500000,50.619999,41.113373,493000
2023-03-23,50.599998,50.849998,50.330002,50.540001,41.048401,425100
2023-03-24,50.529999,50.560001,50.119999,50.439999,40.967182,588300
2023-03-27,50.500000,51.090000,50.110001,50.950001,41.381401,556500
2023-03-28,51.000000,51.459999,51.000000,51.389999,41.738770,327600
2023-03-29,51.400002,51.830002,51.310001,51.770000,42.047405,395500
2023-03-30,51.709999,51.900002,51.389999,51.790001,42.063644,412400
2023-03-31,51.900002,51.970001,51.590000,51.709999,41.998669,416400
2023-04-03,52.000000,52.590000,51.720001,52.560001,42.689037,371900
2023-04-04,52.500000,52.520000,52.169998,52.439999,42.591572,276700
2023-04-05,52.459999,52.490002,52.150002,52.450001,42.599701,228100
2023-04-06,52.509998,52.709999,52.279999,52.369999,42.534721,223100
2023-04-10,52.250000,52.490002,51.700001,52.060001,42.282940,429100
2023-04-11,52.360001,52.480000,52.009998,52.049999,42.274818,301400
2023-04-12,52.240002,52.320000,52.029999,52.169998,42.372280,201100
2023-04-13,52.330002,52.549999,52.220001,52.320000,42.494114,243300
2023-04-14,52.380001,52.840000,52.380001,52.720001,42.818993,251300
2023-04-17,52.799999,52.930000,52.650002,52.779999,42.867722,236500
2023-04-18,52.889999,52.930000,52.349998,52.400002,42.559086,321200
2023-04-19,52.540001,52.599998,51.680000,51.939999,42.185474,760000
2023-04-20,52.000000,52.099998,51.410000,51.529999,41.852470,680100
2023-04-21,51.630001,51.689999,50.980000,51.099998,41.503231,632700
2023-04-24,51.110001,51.830002,51.040001,51.779999,42.055523,413700
2023-04-25,51.900002,51.900002,51.419998,51.470001,41.803745,369000
2023-04-26,51.459999,51.650002,51.009998,51.029999,41.446377,434200
2023-04-27,51.400002,51.400002,50.759998,50.799999,41.259571,484500
2023-04-28,50.869999,51.549999,50.750000,50.790001,41.251453,538900
2023-05-01,51.000000,51.340000,50.349998,50.419998,40.950935,759600
2023-05-02,48.000000,48.150002,36.799999,40.360001,32.780247,17671500
2023-05-03,39.380001,39.500000,31.520000,32.570000,26.453234,15630000
2023-05-04,30.650000,33.400002,28.290001,30.090000,24.438988,12533600
2023-05-05,33.560001,39.880001,32.750000,38.130001,30.969048,10971400
2023-05-08,38.950001,39.439999,36.000000,36.599998,29.726387,3301500
2023-05-09,36.730000,38.180000,36.160000,37.970001,30.839094,1561000
2023-05-10,33.939999,36.000000,30.120001,32.220001,26.168964,10660800
2023-05-11,30.350000,32.349998,30.049999,31.650000,25.706013,3641100
2023-05-12,33.349998,35.459999,32.759998,35.400002,28.751751,4136000
2023-05-15,36.360001,36.389999,33.400002,34.119999,27.712139,3291400
2023-05-16,34.119999,34.980000,33.630001,34.209999,27.785234,1321000
2023-05-17,34.209999,34.880001,33.919998,34.680000,28.166965,1537400
2023-05-18,34.669998,34.900002,34.220001,34.700001,28.183210,1809800
2023-05-19,32.700001,32.860001,31.139999,32.220001,27.769512,2214100
2023-05-22,32.000000,32.049999,27.559999,28.709999,24.744341,4708500
2023-05-23,28.379999,28.700001,26.660000,27.639999,23.822138,3764600
2023-05-24,27.350000,27.410000,23.500000,23.940001,20.633215,7000400
2023-05-25,21.770000,22.000000,18.030001,20.629999,17.780416,18006700
2023-05-26,21.160000,21.770000,19.070000,20.650000,17.797655,7012900
2023-05-30,21.000000,22.639999,20.110001,22.379999,19.288692,5009200
2023-05-31,22.459999,23.000000,21.670000,22.570000,19.452450,2097600
2023-06-01,22.450001,23.860001,21.440001,21.809999,18.797424,2756100
2023-06-02,21.900000,22.480000,21.690001,22.059999,19.012896,1323600
2023-06-05,22.219999,23.430000,22.219999,22.910000,19.745485,2316700
2023-06-06,23.000000,24.250000,22.650000,24.030001,20.710783,1949000
2023-06-07,24.400000,27.690001,24.200001,27.040001,23.305016,4163300
2023-06-08,27.719999,28.000000,26.059999,27.770000,23.934183,2256900
2023-06-09,27.799999,28.450001,27.350000,27.990000,24.123795,1865200
2023-06-12,28.770000,29.430000,28.010000,29.340000,25.287321,1877400
2023-06-13,30.260000,31.389999,30.000000,30.549999,26.330185,2567500
2023-06-14,30.990000,31.000000,27.549999,29.280001,25.235609,2507900
2023-06-15,29.010000,29.930000,28.280001,28.620001,24.666775,1472800
2023-06-16,28.840000,28.840000,26.709999,27.940001,24.080700,3088900
2023-06-20,27.850000,28.450001,26.660000,28.400000,24.477161,1366200
2023-06-21,28.400000,28.750000,27.250000,27.330000,23.554958,875500
2023-06-22,27.250000,27.389999,26.540001,26.860001,23.149881,606500
2023-06-23,26.750000,27.540001,26.510000,27.430000,23.641146,683800
2023-06-26,27.330000,27.340000,26.010000,26.670000,22.986124,856800
2023-06-27,26.570000,26.990000,26.309999,26.860001,23.149881,604000
2023-06-28,26.870001,27.920000,26.750000,27.700001,23.873854,737900
2023-06-29,27.900000,28.549999,27.430000,28.330000,24.416830,762200
2023-06-30,28.500000,29.080000,28.420000,29.030001,25.020142,750500
2023-07-03,29.170000,29.540001,28.860001,28.990000,24.985666,621800
2023-07-05,28.860001,29.480000,28.770000,29.049999,25.037378,669800
2023-07-06,29.340000,29.340000,28.500000,29.129999,25.106327,447000
2023-07-07,29.320000,29.370001,28.750000,28.860001,24.873623,520700
2023-07-10,31.809999,35.299999,31.500000,34.689999,29.898335,7303000
2023-07-11,35.349998,36.000000,33.750000,34.400002,29.648396,3409100
2023-07-12,35.049999,35.049999,32.310001,32.650002,28.140118,1911400
2023-07-13,32.830002,33.509998,32.520000,32.840000,28.303873,743700
2023-07-14,33.250000,33.290001,31.910000,32.740002,28.217686,632400
2023-07-17,32.759998,32.889999,32.020000,32.689999,28.174591,746000
2023-07-18,32.500000,33.029999,31.629999,32.099998,27.666086,894900
2023-07-19,32.070000,32.220001,31.320000,31.379999,27.045540,681900
2023-07-20,31.200001,31.480000,30.299999,30.549999,26.330185,921800
2023-07-21,30.510000,31.420000,29.879999,31.290001,26.967972,795400
2023-07-24,31.400000,32.810001,31.200001,32.580002,28.079790,679900
2023-07-25,32.029999,33.099998,32.020000,32.840000,28.303873,539400
2023-07-26,33.000000,33.270000,32.619999,33.029999,28.467627,720400
2023-07-27,33.340000,33.500000,32.619999,32.849998,28.312489,590500
2023-07-28,33.000000,34.209999,33.000000,33.669998,29.019226,819700
2023-07-31,33.799999,34.669998,33.220001,34.669998,29.881096,759200
2023-08-01,34.439999,34.580002,33.660000,33.750000,29.088177,582000
2023-08-02,33.759998,33.930000,33.020000,33.290001,28.691715,471700
2023-08-03,33.590000,33.740002,32.520000,32.680000,28.165976,754900
2023-08-04,21.500000,25.740000,20.540001,25.090000,21.624367,11282300
2023-08-07,24.000000,24.020000,22.600000,23.660000,20.391888,4280600
2023-08-08,23.330000,23.639999,22.559999,23.520000,20.271229,1792400
2023-08-09,23.410000,24.150000,23.309999,23.750000,20.469458,1118800
2023-08-10,23.900000,24.750000,23.820000,24.709999,21.296854,1075700
2023-08-11,24.709999,25.650000,24.520000,24.850000,21.417517,1116200
2023-08-14,24.850000,24.930000,24.090000,24.160000,20.822824,1078200
2023-08-15,24.309999,24.309999,23.650000,23.740000,20.460838,1137300
2023-08-16,23.740000,24.190001,23.030001,23.150000,19.952333,1317400
2023-08-17,22.010000,22.450001,21.459999,22.150000,19.952335,1287800
2023-08-18,21.620001,22.690001,21.570000,22.219999,20.015388,708900
2023-08-21,22.150000,22.469999,20.299999,20.780001,18.718262,2376000
2023-08-22,20.420000,20.740000,19.280001,19.469999,17.538237,2506500
2023-08-23,19.260000,20.889999,18.709999,20.780001,18.718262,1416500
2023-08-24,20.660000,20.830000,19.870001,20.020000,18.033669,793500
2023-08-25,20.219999,20.430000,19.510000,19.600000,17.655340,905800
2023-08-28,19.750000,19.980000,19.320000,19.450001,17.520224,583300
2023-08-29,19.320000,19.879999,19.290001,19.870001,17.898552,735000
2023-08-30,19.799999,20.480000,19.639999,20.420000,18.393982,478200
2023-08-31,20.360001,20.590000,20.090000,20.090000,18.096724,730000
2023-09-01,20.459999,20.530001,20.010000,20.219999,18.213823,487500
2023-09-05,20.190001,20.200001,19.790001,19.850000,17.880535,515800
2023-09-06,19.809999,20.180000,19.760000,20.010000,18.024660,382200
2023-09-07,19.879999,20.450001,19.809999,20.350000,18.330925,383400
2023-09-08,20.350000,21.080000,20.260000,20.990000,18.907427,656600
2023-09-11,21.049999,22.000000,21.010000,21.830000,19.664083,575000
2023-09-12,21.799999,22.400000,21.700001,21.969999,19.790194,474900
2023-09-13,21.879999,22.100000,20.790001,21.059999,18.970482,436500
2023-09-14,21.230000,21.639999,20.680000,20.740000,18.682232,446900
2023-09-15,20.799999,20.980000,20.110001,20.910000,18.835365,756800
2023-09-18,20.570000,21.180000,20.400000,20.620001,18.574139,324800
2023-09-19,20.549999,20.870001,20.280001,20.670000,18.619177,298900
2023-09-20,20.950001,21.020000,20.350000,20.370001,18.348942,266800
2023-09-21,20.360001,20.650000,20.139999,20.309999,18.294895,263300
2023-09-22,20.309999,20.639999,19.900000,19.900000,17.925573,390500
2023-09-25,19.900000,20.209999,19.670000,20.040001,18.051683,397200
2023-09-26,20.000000,20.240000,19.719999,19.900000,17.925573,275900
2023-09-27,19.900000,20.270000,19.600000,19.730000,17.772440,458700
2023-09-28,19.809999,20.330000,19.670000,20.100000,18.105730,558700
2023-09-29,20.219999,20.580000,19.780001,19.780001,17.817480,547200
2023-10-02,19.799999,20.000000,19.370001,19.480000,17.547245,617300
2023-10-03,19.450001,19.990000,18.600000,18.820000,16.952728,810100
2023-10-04,18.850000,18.950001,18.000000,18.250000,16.439281,858700
2023-10-05,18.150000,18.740000,17.930000,18.469999,16.637453,526000
2023-10-06,18.450001,18.950001,18.260000,18.820000,16.952728,326700
2023-10-09,18.770000,18.920000,18.530001,18.719999,16.862650,269400
2023-10-10,18.730000,19.219999,18.610001,18.930000,17.051815,403600
2023-10-11,18.870001,19.139999,18.080000,18.240000,16.430275,667800
2023-10-12,18.400000,18.500000,17.459999,17.920000,16.142025,1000300
2023-10-13,17.879999,18.120001,17.650000,18.000000,16.214087,497600
2023-10-16,17.879999,18.070000,17.639999,17.959999,16.178055,502400
2023-10-17,17.660000,18.139999,17.660000,17.770000,16.006907,465400
2023-10-18,17.709999,17.980000,17.559999,17.860001,16.087976,341500
2023-10-19,17.860001,17.889999,17.340000,17.350000,15.628577,566100
2023-10-20,17.299999,17.740000,17.110001,17.520000,15.781712,459300
2023-10-23,17.500000,17.650000,17.299999,17.370001,15.646595,336400
2023-10-24,17.389999,17.930000,17.389999,17.750000,15.988891,373000
2023-10-25,17.680000,17.780001,17.340000,17.350000,15.628577,323400
2023-10-26,17.250000,17.520000,17.129999,17.180000,15.475446,282300
2023-10-27,17.200001,17.389999,17.090000,17.100000,15.403382,421100
2023-10-30,17.030001,17.240000,16.280001,16.790001,15.124141,1084200
2023-10-31,16.809999,16.820000,16.350000,16.500000,14.862913,547900
2023-11-01,16.490000,16.750000,16.160000,16.360001,14.736804,590400
2023-11-02,16.370001,17.290001,16.040001,17.200001,15.493462,775100
2023-11-03,18.750000,20.350000,18.410000,19.450001,17.520224,2463400
2023-11-06,19.799999,20.010000,19.219999,19.820000,17.853510,635200
2023-11-07,19.900000,20.190001,19.510000,20.040001,18.051683,548400
2023-11-08,20.000000,20.000000,19.330000,19.389999,17.466173,702800
2023-11-09,19.440001,19.559999,18.820000,19.030001,17.141895,483400
2023-11-10,19.000000,19.879999,18.570000,19.540001,17.601292,687100
2023-11-13,19.580000,19.700001,19.139999,19.230000,17.322050,898400
2023-11-14,19.480000,19.639999,19.260000,19.379999,17.457167,1020600
2023-11-15,19.570000,19.870001,19.450001,19.570000,17.628315,1680700
2023-11-16,18.410000,18.590000,17.200001,17.260000,16.384747,1750100
2023-11-17,17.450001,17.650000,17.270000,17.270000,16.394239,889500
2023-11-20,17.290001,17.420000,16.430000,16.520000,15.682272,1549500
2023-11-21,16.420000,16.590000,16.120001,16.420000,15.587342,1160200
2023-11-22,16.389999,16.900000,16.330000,16.830000,15.976551,708300
2023-11-24,16.719999,17.330000,16.719999,17.260000,16.384747,407800
2023-11-27,17.200001,17.420000,17.070000,17.250000,16.375254,748100
2023-11-28,17.270000,17.450001,16.950001,17.200001,16.327789,562100
2023-11-29,17.200001,17.469999,17.010000,17.090000,16.223368,618500
2023-11-30,17.100000,17.290001,16.740000,16.870001,16.014524,431700
2023-12-01,16.900000,17.240000,16.850000,17.059999,16.194887,420200
2023-12-04,17.030001,17.180000,16.799999,16.860001,16.005030,589300
2023-12-05,16.860001,16.969999,16.530001,16.580000,15.739229,569000
2023-12-06,16.540001,16.750000,16.420000,16.430000,15.596835,584500
2023-12-07,16.480000,16.510000,16.200001,16.290001,15.463936,756400
2023-12-08,16.299999,16.530001,16.270000,16.330000,15.501906,530700
2023-12-11,16.330000,16.520000,16.129999,16.309999,15.482920,927000
2023-12-12,16.290001,16.309999,15.660000,15.820000,15.017768,1329300
2023-12-13,15.750000,15.930000,15.010000,15.730000,14.932332,1711200
2023-12-14,15.550000,15.940000,15.350000,15.710000,14.913346,1108600
2023-12-15,15.710000,15.900000,15.000000,15.510000,14.723489,2066300
2023-12-18,15.500000,15.740000,15.220000,15.400000,14.619066,1122600
2023-12-19,15.330000,15.800000,15.330000,15.610000,14.818418,958900
2023-12-20,15.650000,16.309999,15.400000,15.730000,14.932332,1165800
2023-12-21,15.960000,17.000000,15.910000,16.950001,16.090467,1390500
2023-12-22,17.000000,18.090000,17.000000,17.690001,16.792942,1958200
2023-12-26,18.000000,18.570000,17.580000,17.610001,16.716999,974400
2023-12-27,17.830000,17.830000,16.910000,17.000000,16.137930,1279200
2023-12-28,17.100000,17.750000,17.100000,17.260000,16.384747,1397200
2023-12-29,17.250000,17.360001,16.809999,17.190001,16.318296,1228300
2024-01-02,17.320000,17.750000,17.100000,17.650000,16.754969,654800
